,"Census Tract 1895, Los Angeles County","Census Tract 4623.01, Los Angeles County","Census Tract 26.01, Fresno County","Census Tract 414.04, Riverside County","Census Tract 1852.02, Los Angeles County","Census Tract 91.09, Sacramento County","Census Tract 46.01, Sacramento County","Census Tract 62.02, Sacramento County","Census Tract 231.02, San Francisco County","Census Tract 868.01, Orange County","Census Tract 1104, Santa Cruz County","Census Tract 998.03, Orange County","Census Tract 2949, Los Angeles County","Census Tract 96.08, Sacramento County","Census Tract 22.02, Tulare County","Census Tract 749.01, Orange County","Census Tract 4325.01, Alameda County","Census Tract 4020.01, Los Angeles County","Census Tract 2655.10, Los Angeles County","Census Tract 44.01, Sacramento County","Census Tract 413.01, Riverside County","Census Tract 146.01, San Diego County","Census Tract 4314, Los Angeles County","Census Tract 5524, Los Angeles County","Census Tract 2512, Solano County","Census Tract 4081.40, Los Angeles County","Census Tract 117.11, Orange County","Census Tract 1916.10, Los Angeles County","Census Tract 2.01, Butte County","Census Tract 104.01, San Diego County","Census Tract 111.01, Orange County","Census Tract 1347.20, Los Angeles County","Census Tract 2515, Solano County","Census Tract 5318, Los Angeles County","Census Tract 5758.01, Los Angeles County","Census Tract 1833, Los Angeles County","Census Tract 5730.03, Los Angeles County","Census Tract 96.30, Sacramento County","Census Tract 5427, Los Angeles County","Census Tract 2347, Los Angeles County","Census Tract 4024.03, Los Angeles County","Census Tract 5015.04, Los Angeles County","Census Tract 5033.04, Santa Clara County","Census Tract 142.01, Monterey County","Census Tract 70, Ventura County","Census Tract 5513, Los Angeles County","Census Tract 43, Sacramento County"
n,0.0023712415820923835,0.016640866873065017,0.006256015399422521,0.008082706766917294,0.0029575702422932545,0.007990529742527374,0.010881696428571428,0.0051813471502590676,0.01514726507713885,0.0019238697265356603,0.017722473604826545,0.0010291595197255575,0.039038422025888635,0.011465603190428714,0.016119221411192215,0.004205607476635514,0.008124442683047657,0.017615176151761516,0.019194910606559173,0.007233273056057866,0.0058997050147492625,0.00040160642570281126,0.0019083969465648854,0.004229017566688354,0.0018706574024585784,0.00034164673727365904,0.009150663745328006,0.004808877928483354,0.0038918476034412127,0.00703205791106515,0.0037007240547063556,0.005489864864864865,0.003130086390384375,0.004661228566672216,0.013689805121597681,0.008359692724807953,0.007875335120643432,0.002916998143728454,0.0066254416961130744,0.004617968094038623,0.0005425935973955507,0.007875335120643432,0.0018152938506920807,0.006509569066527796,0.005372733378106112,0.00024993751562109475,0.010668855149774312
m,0.001825586294059823,0.01618142813361937,0.003699006552525893,0.004647771803517726,0.0017600792035641604,0.006253435953820781,0.007121390304455769,0.0030448875356055395,0.00926128491212718,0.0010107816711590297,0.01659484734574127,0.00048516212501010755,0.04221440473986299,0.010727873760369239,0.009513742071881607,0.0018911841722432355,0.00482615975573722,0.013374783111625217,0.01841013089283814,0.004910583406625623,0.00363901018922853,0.00010043690051725004,0.001167269756040621,0.002647625160462131,0.0011190550202051601,0.00016381358014579407,0.009072191481147858,0.003233443039436457,0.0025862926489605095,0.005180353031465848,0.002166442551919916,0.00446135677732581,0.0015504800524777864,0.002160660544795123,0.009364144389065096,0.006809706534075555,0.005686433793663688,0.0024219247928616953,0.004548151077714059,0.0019260753920939191,0.0002687991398427525,0.007269914926527455,0.0013994985130328299,0.0044420871179473576,0.0042125365086497415,0.00011945290569193095,0.0075392038600723766
k_avg,0.7698001480384901,0.9724400095034451,0.5912585108719526,0.575030303030303,0.5952611218568665,0.7824471790109124,0.6544134863029736,0.5876777251184835,0.6113854951910579,0.5253738661436627,0.936299538050085,0.47136460051850104,1.0813246226627617,0.9356856856856857,0.5902672170323703,0.4496848003735699,0.5939363817097416,0.7591836734693878,0.9590104292990541,0.678778421756576,0.616827041697508,0.25006251562890724,0.611695620259359,0.6258939580764489,0.59804605722261,0.4795013186286262,0.9915127309036444,0.6724420510419106,0.6646430305973774,0.7365491651205937,0.585422469823584,0.8126310883243999,0.49535603715170284,0.4634994206257242,0.6841735052754984,0.8143984692657259,0.7221242838254738,0.8303292477769768,0.6865905529438102,0.4170854271356784,0.4954173891503592,0.9231479344564966,0.7710100231303006,0.682454800101859,0.7839939789262418,0.47789725209080053,0.7067613914747672
edge_length_total,0.0599284607087301,0.08079179381242574,0.04034689475418209,0.06675108772297045,0.050642148797329395,0.08320830958464062,0.07258136514220433,0.06560978607846486,0.09446034507703845,0.013094382181809675,0.16275759363835118,0.019591003620480975,0.21891673461916974,0.1078413396191684,0.06476468333790143,0.02893679752046888,0.07920186562912998,0.05591451144887417,0.1006760243670613,0.046917290500287125,0.06076597311965636,0.0019711297146820655,0.020126640153828968,0.028806780664840333,0.009157987088808436,0.0017532180640712684,0.03467474249763766,0.048331705211210566,0.0550212984968327,0.06327473790442471,0.02881719281429507,0.044546214231841186,0.02505171214973083,0.01741984220840355,0.0763072292440576,0.06500841047825791,0.05429338909672748,0.07235092589705078,0.05132395941423224,0.026853262664143687,0.006666376910270794,0.09026350633657038,0.01801485028471169,0.13188722838455913,0.061926416140222956,0.0009809224282484627,0.09095342739594715
edge_length_avg,32.82666289539433,4.992846629378864,10.907447387358923,14.362076878944348,28.77297481279782,13.306064318529863,10.19216097376314,21.547741666086715,10.19942218798151,12.954610310943599,9.807869429771097,40.380646512602105,5.185800520573739,10.052327791794836,6.807424643046009,15.300863565964237,16.41086506292815,4.180563557324675,5.468509615384615,9.554302525128708,16.698659486377718,19.625719572368418,17.242578982533168,10.880225248821372,8.183727185954357,10.70245373767017,3.8220554376102625,14.947270391779062,21.27408709376569,12.2145212722466,13.3015332197615,9.98479561316052,16.15750157501575,8.062334512880156,8.148875757808304,9.54650785056849,9.547935880544577,29.873503319064458,11.284660823906412,13.942101062196846,24.800906095551895,12.415956878797894,12.872303363258743,29.690818297451358,14.700742240215925,8.211680428719855,12.064133091045806
streets_per_node_avg,1.4559029398040133,1.2748460861917326,1.2990512333965845,1.416267942583732,1.337406015037594,1.4044345898004433,1.3630077787381158,1.3049151805132666,1.3723452327157704,1.247976139752876,1.3725143614670792,0.9248826291079811,1.3512237011592956,1.3769161406672676,1.0813953488372094,1.301593788312219,1.3536257833482543,1.1197578901859055,1.199912319158264,1.452901597981497,1.4,0.9960159362549801,1.0597947344935297,1.2550450837269214,1.3397271952259162,1.7699115044247788,1.1603856266432955,1.483347940403155,1.285846011987091,1.2134736842105263,1.239832285115304,0.9710338680926914,1.326530612244898,1.168599834299917,1.2422410318419992,1.2741490340386386,1.244601491951315,1.41723979825768,1.2984829848298483,1.2423500611995104,0.9195402298850576,1.5253947930004268,1.1946666666666668,1.2930232558139534,1.1460933888118356,1.2706480304955525,1.2941176470588234
intersection_count,0.0024858307646415433,0.01645123384253819,0.006490264603095357,0.008560945780676722,0.0030559473436765397,0.008118657298985168,0.01150455699985059,0.005313849219528396,0.015427978044800474,0.0020827134781315083,0.017790077090334058,0.0005688282138794084,0.03685451039211485,0.010948905109489052,0.01656578528193692,0.004467240238252812,0.008637943748024861,0.014743589743589743,0.01566098572086596,0.007883891775667442,0.006171610591280112,0.0004452359750667854,0.0021639166892074655,0.004499048278248832,0.001977121875441322,0.0003673094582185491,0.007889273356401385,0.005147835269271384,0.00411790203727785,0.0069103878733838605,0.003785923249010497,0.004031054045983876,0.0032946758039008963,0.0048814504881450485,0.01289134438305709,0.007079433645308376,0.008029324489439693,0.0027785495971103086,0.006624083274189733,0.004844747852895838,0.0004257734885041158,0.008598609586534944,0.0018000720028801152,0.006014215418261345,0.0038587464920486437,0.0002781641168289291,0.009955517898750264
street_length_total,0.05795843761161297,0.0899527815140994,0.05334789305068198,0.09899475118018326,0.05229236423716631,0.09087761600321698,0.0954698806791365,0.06661018484230845,0.0958293162366779,0.014372366266227683,0.16575866712852996,0.018342525021465314,0.21295164242265502,0.12684550535556172,0.06333960644482549,0.035541903516910466,0.07923982607992897,0.052672461179138506,0.09492416289349896,0.0543904795742652,0.07565143827016928,0.0035870642206003367,0.018862635316705442,0.029837208226179003,0.009352311777152775,0.0016371618246971424,0.03147502910354397,0.04713074571509405,0.05352023844585698,0.06292342221830302,0.029978897736637606,0.04346716446923716,0.027341356807611992,0.018794095752969486,0.0803774100170747,0.07191916156804364,0.05689658448432495,0.06841670129526062,0.05974380524759816,0.03147550112405696,0.006179030076402512,0.0895271763192839,0.01592328945735967,0.13764377105559986,0.05666841614440478,0.0008911156299243735,0.10989234845616173
street_segment_count,0.0017768301350390902,0.01540216771249287,0.0046236360273719255,0.006927263730826323,0.0019365250134480904,0.006994852844133562,0.00922890103217972,0.0034536035626647277,0.009554140127388535,0.0011818933932159319,0.017293485560779046,0.00044306601683650863,0.040482954545454544,0.01153063531539679,0.009162636803257827,0.00205761316872428,0.004729609137961806,0.012334339325547828,0.017055916270956487,0.005996374285315856,0.004544689446221175,0.00017909913136921287,0.0010750376263169211,0.0025355683899140726,0.0011470520761642578,0.00015267175572519084,0.008081038015023901,0.0031607629427792914,0.0024733637747336376,0.0052475074339688645,0.0029993183367416497,0.004303252752816099,0.0017115960633290544,0.0025048705816866127,0.00995285489785228,0.007112970711297071,0.006769312450225644,0.002446782481037436,0.004934210526315789,0.002258512856150104,0.00025006251562890725,0.006934412019647501,0.001218150441579535,0.004861448711716091,0.003947641803448992,0.00010682619378271552,0.0093836246550138
street_length_avg,32.61948467899995,5.840311876915751,11.538179283014713,14.29077600536584,27.003669724770646,12.992133455769817,10.344695631696691,19.287271572708672,10.030054754006633,12.160429141716566,9.585188985804686,41.399026531780876,5.2602308794202735,11.0008265032027,6.912853890106113,17.273370241201864,16.75419130153074,4.270425034276958,5.5655668358714045,9.070650949771004,16.646219895903783,20.028569430359827,17.546123400432215,11.767372654155498,8.153287258550417,10.723433798905496,3.8949273158567004,14.911431208385522,21.63890105078809,11.99106300305301,9.995117329835303,10.100888129325078,15.97400394720612,7.5030093709525865,8.075861884939695,10.110965820347973,8.405057251908397,27.961923787039556,12.107951511795765,13.93641935008319,24.710328696294475,12.910630536737884,13.071537912031841,28.313682294909245,14.354789852328663,8.341684257304745,11.711216349362743
circuity_avg,1.141,1.017,1.104,1.002,1.137,1.065,1.033,1.095,1.025,1.002,1.092,1.007,1.024,1.062,1.038,1.091,1.126,1.03,1.096,1.004,1.039,19.643,1.106,1.067,1.05,1.018,1.153,1.03,1.053,1.084,1.013,1.009,1.124,1.008,1.083,1.032,1.056,1.876,1.019,1.001,1.09,1.048,1.199,1.082,1.081,1.0,1.055
median_income,54265.0,57898.0,31982.0,84286.0,64623.0,83620.0,41047.0,37031.0,37981.0,72059.0,59750.0,36572.0,42150.0,67321.0,30886.0,50658.0,64702.0,83409.0,54847.0,32650.0,64063.0,46145.0,86538.0,65391.0,58611.0,64692.0,64583.0,48767.0,50488.0,51827.0,73654.0,66650.0,40174.0,48859.0,36573.0,75233.0,69038.0,97377.0,61573.0,40375.0,74592.0,35601.0,80529.0,69107.0,77292.0,58125.0,49154.0
agg_travel_time_min,67505.0,75885.0,30110.0,56270.0,60850.0,66240.0,83460.0,34165.0,63755.0,48410.0,95205.0,61530.0,41950.0,107725.0,44230.0,108450.0,72035.0,55970.0,45825.0,24595.0,57890.0,62055.0,57500.0,35230.0,55025.0,45010.0,112440.0,83140.0,34810.0,32960.0,64500.0,80575.0,54355.0,66415.0,28425.0,54015.0,27350.0,143665.0,79005.0,66470.0,69775.0,46930.0,100955.0,68010.0,38200.0,76710.0,100895.0
pct_workers_who_commute,0.5162679425837321,0.5021842355175689,0.32850533091933215,0.47619047619047616,0.496829335539013,0.46544147023571714,0.37155119558553035,0.36882546652030734,0.39810947460980434,0.4223826714801444,0.45450043332920637,0.4133754607688257,0.38697119127952245,0.39079735266309484,0.3323503902862099,0.42112151414476995,0.5146271116604862,0.5203400121432908,0.47394381299592536,0.2893347412882788,0.43567401332649924,0.48063452822414504,0.4495478343645883,0.4527445315724309,0.4550914550914551,0.4305299235433694,0.5253871541000253,0.5345763511918811,0.5538650306748466,0.4091266719118804,0.520162252445717,0.5005912495072921,0.37540453074433655,0.4526209677419355,0.44631765749778174,0.5098938915973616,0.49701573521432446,0.4276585122316525,0.4330233317017458,0.46151761517615175,0.42496654559357677,0.46749777382012464,0.46887564120338276,0.49612116734392314,0.48141220481646013,0.46907689484309045,0.3415425154555589
